dictchain
Running CVC: true
Size bound: 20
Depth bound: 4
Names per round: 5
=====

[23:34:34.684]	BEG Initial search without labels or nullaries
[23:40:12.609]	END Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.609]	Counts:
Total candidates=37817
[23:40:12.609]	Elapsed time: 337958 ms
[23:40:12.609]	BEG Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.609]	END Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.609]	Counts:
Total candidates=37817
[23:40:12.609]	Elapsed time: 337958 ms
[23:40:12.609]	BEG Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 1 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	END Depth 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 2 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Depth 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	BEG Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.610]	Elapsed time: 337959 ms
[23:40:12.610]	BEG Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.610]	END Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.610]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	END Depth 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 1 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Depth 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	BEG Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.611]	BEG Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.611]	END Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.611]	Counts:
Total candidates=37817
[23:40:12.611]	Elapsed time: 337960 ms
[23:40:12.612]	BEG Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	END Depth 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 1 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Depth 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	BEG Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.612]	Elapsed time: 337961 ms
[23:40:12.612]	BEG Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.612]	END Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.612]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 11 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 12 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 13 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 14 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 15 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 16 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 17 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 18 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.613]	BEG Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.613]	END Size 19 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.613]	Counts:
Total candidates=37817
[23:40:12.613]	Elapsed time: 337962 ms
[23:40:12.614]	BEG Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.614]	END Size 20 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.614]	Counts:
Total candidates=37817
[23:40:12.614]	Elapsed time: 337963 ms
[23:40:12.614]	END Depth 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 2 ms
[23:40:12.614]	Counts:
Total candidates=37817
[23:40:12.614]	Elapsed time: 337963 ms
[23:40:12.614]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> L0[], "a"=L1[], succ=L0[] -> V0, -=V0 -> V0 -> V1, [0]=L2[], ==V0 -> V0 -> V0}
[23:40:12.615]	BEG Initial search without labels or nullaries
[23:40:12.615]	{0=L0[], 1=L0[], compare=V0 -> V0 -> V0, max=V0 -> V0 -> V0, min=V0 -> V0 -> L0[], "a"=L1[], succ=L0[] -> V0, -=V0 -> V0 -> V1, [0]=L2[], ==V0 -> V0 -> V0, "b"=.L, <=_ -> _, <>=_ -> _, >=_ -> _, <==_ -> _}
[23:40:12.615]	END Initial search without labels or nullaries : 0 ms
[23:40:12.615]	Counts:
Total candidates=37819
[23:40:12.615]	Elapsed time: 337964 ms
[23:40:12.615]	Seeds before label arities: 0

[23:40:12.615]	BEG Dependency analysis and solving for label arities
[23:40:12.615]	END Dependency analysis and solving for label arities : 0 ms
[23:40:12.615]	Counts:
Total candidates=37819
[23:40:12.615]	Elapsed time: 337964 ms
[23:40:12.615]	Concrete seeds: 0

[23:40:12.615]	BEG Depth 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.615]	BEG Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.615]	END Size 1 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.615]	Counts:
Total candidates=37819
[23:40:12.615]	Elapsed time: 337964 ms
[23:40:12.615]	BEG Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.615]	END Size 2 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.615]	Counts:
Total candidates=37819
[23:40:12.615]	Elapsed time: 337964 ms
[23:40:12.615]	BEG Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.615]	END Size 3 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.615]	Counts:
Total candidates=37819
[23:40:12.615]	Elapsed time: 337964 ms
[23:40:12.615]	BEG Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.615]	END Size 4 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.615]	Counts:
Total candidates=37819
[23:40:12.615]	Elapsed time: 337964 ms
[23:40:12.615]	BEG Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.615]	END Size 5 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.615]	Counts:
Total candidates=37819
[23:40:12.615]	Elapsed time: 337964 ms
[23:40:12.615]	BEG Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.615]	END Size 6 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 7 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 8 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 9 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
[23:40:12.616]	BEG Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ]
[23:40:12.616]	END Size 10 for ["a", "b", -, 0, 1, <, <=, <>, =, >, [0], compare, max, min, succ] : 0 ms
[23:40:12.616]	Counts:
Total candidates=37819
[23:40:12.616]	Elapsed time: 337965 ms
